code,value_from,value_to,message,n
ILLEGAL_CHAR_LATIN,Amelánchier laevis,Amelanchier laevis,remove accents,64
ILLEGAL_CHAR_LATIN,Pínus tabulifórmis,Pinus tabuliformis,remove accents,3
ILLEGAL_CHAR_LATIN,Bétula maximowicziána,Betula maximowicziana,remove accents,4
ILLEGAL_CHAR_LATIN,Catálpa bignonioídes,Catalpa bignonioides,remove accents,14
ILLEGAL_CHAR_LATIN,Cedrús líbani,Cedrus libani,remove accents,17
ILLEGAL_CHAR_LATIN,Ácer rúbrum,Acer rubrum,remove accents,17
ILLEGAL_CHAR_LATIN,Cydónia oblónga,Cydonia oblonga,remove accents,17
ILLEGAL_CHAR_LATIN,Mórus nígra,Morus nigra,remove accents,20
ILLEGAL_CHAR_LATIN,Fágus orientális,Fagus orientalis,remove accents,10
ILLEGAL_CHAR_LATIN,Quércus x túrneri,Quercus x turneri,remove accents,8
ILLEGAL_CHAR_LATIN,Bétula papyrífera,Betula papyrifera,remove accents,14
ILLEGAL_CHAR_LATIN,Ácer argutum,Acer argutum,remove accents,5
ILLEGAL_CHAR_LATIN,Zelkóva serráta,Zelkova serrata,remove accents,11
ILLEGAL_CHAR_LATIN,Sórbus doméstica,Sorbus domestica,remove accents,3
ILLEGAL_CHAR_LATIN,Júglans nígra,Juglans nigra,remove accents,11
ILLEGAL_CHAR_LATIN,Fágus sylvática 'Asplenifolia',Fagus sylvatica 'Asplenifolia',remove accents,4
ILLEGAL_CHAR_LATIN,Sequoiadéndron gigantéum,Sequoiadendron giganteum,remove accents,6
ILLEGAL_CHAR_LATIN,Rhus potanínii,Rhus potaninii,remove accents,5
ILLEGAL_CHAR_LATIN,Méspilus germánica,Mespilus germanica,remove accents,12
ILLEGAL_CHAR_LATIN,Tetradium daniéllii,Tetradium daniellii,remove accents,3
ILLEGAL_CHAR_LATIN,Ácer carpinifólium,Acer carpinifolium,remove accents,1
ILLEGAL_CHAR_LATIN,Pterocárya sp.,Pterocarya sp.,remove accents,1
ILLEGAL_CHAR_LATIN,Álnus inokumea,Alnus inokumea,remove accents,6
ILLEGAL_CHAR_LATIN,Cydónia sp.,Cydonia sp.,remove accents,5
ILLEGAL_CHAR_LATIN,Pterocárya rhederiana,Pterocarya rhederiana,remove accents,1
ILLEGAL_CHAR_LATIN,Méspilus sp.,Mespilus sp.,remove accents,2
ILLEGAL_CHAR_LATIN,Robínia luxúrians,Robinia luxurians,remove accents,1
WRONG_CASE_DANISH,Park-Lind,Park-lind,to sentence case,2238
WRONG_CASE_DANISH,rød-el,Rød-el,to sentence case,222
WRONG_CASE_DANISH,Kirsebær/Blomme,Kirsebær/blomme,to sentence case,501
WRONG_CASE_DANISH,Blå Douglasgran,Blå douglasgran,to sentence case,4
WRONG_CASE_DANISH,Hybrid-Lærk,Hybrid-lærk,to sentence case,26
WRONG_CASE_DANISH,ildløn,Ildløn,to sentence case,22
WRONG_CASE_DANISH,Selje Pil,Selje pil,to sentence case,10
WRONG_CASE_DANISH,Europæisk Humlebøg,Europæisk humlebøg,to sentence case,16
WRONG_CASE_DANISH,Kirsebærblomme/Mirabel,Kirsebærblomme/mirabel,to sentence case,55
WRONG_CASE_DANISH,Yoshino-Kirsebær,Yoshino-kirsebær,to sentence case,13
WRONG_CASE_DANISH,Hybrid-Guldregn,Hybrid-guldregn,to sentence case,16
WRONG_CASE_DANISH,Almindelig Sumpcypres,Almindelig sumpcypres,to sentence case,34
WRONG_CASE_DANISH,Almindelig Benved,Almindelig benved,to sentence case,10
WRONG_CASE_DANISH,Hybrid-Troldnød,Hybrid-troldnød,to sentence case,3
WRONG_CASE_DANISH,Clara Frijs-pære,Clara frijs-pære,to sentence case,6
WRONG_CASE_DANISH,Bjerg-Hemlock,Bjerg-hemlock,to sentence case,3
WRONG_CASE_DANISH,Californisk Nøddetaks,Californisk nøddetaks,to sentence case,2
WRONG_CASE_DANISH,Sten-Eg,Sten-eg,to sentence case,2
WRONG_CASE_DANISH,Indiansk banan (Pawpaw),Indiansk banan (pawpaw),to sentence case,3
WRONG_CASE_DANISH,Skovfyr fra Norge,Skovfyr fra norge,to sentence case,7
WRONG_CASE_DANISH,Sølvgran Nobilis,Sølvgran nobilis,to sentence case,22
WRONG_CASE_DANISH,Gul Hestekastanje,Gul hestekastanje,to sentence case,1
WRONG_CASE_DANISH,Glat Hestekastanje,Glat hestekastanje,to sentence case,3
WRONG_CASE_DANISH,Adams Guldregn,Adams guldregn,to sentence case,1
WRONG_CASE_DANISH,Kaukasisk Blærenød,Kaukasisk blærenød,to sentence case,1
WRONG_CASE_DANISH,Japansk Løn,Japansk løn,to sentence case,5
WRONG_CASE_DANISH,Japansk Hemlock,Japansk hemlock,to sentence case,1
WRONG_CASE_DANISH,Rhusbladet Vingevalnød,Rhusbladet vingevalnød,to sentence case,2
WRONG_CASE_DANISH,Askebladet Løn,Askebladet løn,to sentence case,1
WRONG_CASE_DANISH,Spansk Ædelgran,Spansk ædelgran,to sentence case,1
WRONG_CASE_DANISH,Tyrkisk Løn,Tyrkisk løn,to sentence case,1
WRONG_CASE_DANISH,Tjørnebladet Løn,Tjørnebladet løn,to sentence case,1
WRONG_CASE_DANISH,Europæisk Judastræ,Europæisk judastræ,to sentence case,1
WRONG_CASE_DANISH,Fuldmåne Løn,Fuldmåne løn,to sentence case,1
WRONG_CASE_DANISH,Skarlagens Eg,Skarlagens eg,to sentence case,2
WRONG_CASE_DANISH,Armensk Eg,Armensk eg,to sentence case,1
WRONG_CASE_DANISH,Sakhalin Kirsebær,Sakhalin kirsebær,to sentence case,1
WRONG_CASE_DANISH,Rødbladet Stilkeg,Rødbladet stilkeg,to sentence case,1
WRONG_CASE_DANISH,Ellebladet Røn,Ellebladet røn,to sentence case,1
WRONG_CASE_DANISH,Grøn Douglasgran,Grøn douglasgran,to sentence case,1
APPLIED_REGEX_RULE,Prunus x hilleri 'Spire',Prunus hybr. hilleri 'Spire',normalize hybrid marker,10
APPLIED_REGEX_RULE,Tilia x 'Zwarte Linde',Tilia hybr. 'Zwarte Linde',normalize hybrid marker,9
APPLIED_REGEX_RULE,Hamamelis X intermedia,Hamamelis hybr. intermedia,normalize hybrid marker,3
APPLIED_REGEX_RULE,Prunus x 'Stevnsbær',Prunus hybr. 'Stevnsbær',normalize hybrid marker,15
APPLIED_REGEX_RULE,Malus x 'Elstar',Malus hybr. 'Elstar',normalize hybrid marker,19
APPLIED_REGEX_RULE,Quercus x turneri,Quercus hybr. turneri,normalize hybrid marker,8
APPLIED_REGEX_RULE,Malus x 'James Greive',Malus hybr. 'James Greive',normalize hybrid marker,7
APPLIED_REGEX_RULE,Robinia x margaretta 'Pink Cascade',Robinia hybr. margaretta 'Pink Cascade',normalize hybrid marker,2
APPLIED_REGEX_RULE,Prunus x 'Stella',Prunus hybr. 'Stella',normalize hybrid marker,4
APPLIED_REGEX_RULE,Magnolia x Soulangiana,Magnolia hybr. Soulangiana,normalize hybrid marker,8
APPLIED_REGEX_RULE,Magnolia x 'Galaxy',Magnolia hybr. 'Galaxy',normalize hybrid marker,2
APPLIED_REGEX_RULE,Catalpa X erubescens,Catalpa hybr. erubescens,normalize hybrid marker,1
APPLIED_REGEX_RULE,Prunus X amygdalo-persica,Prunus hybr. amygdalo-persica,normalize hybrid marker,2
APPLIED_REGEX_RULE,Magnolia x thompsoniana,Magnolia hybr. thompsoniana,normalize hybrid marker,1
APPLIED_REGEX_RULE,Acer x zoeschense 'Annae',Acer hybr. zoeschense 'Annae',normalize hybrid marker,1
APPLIED_REGEX_RULE,Viburnum x bodnantense,Viburnum hybr. bodnantense,normalize hybrid marker,3
APPLIED_REGEX_RULE,"Carpinus betulus ""Frans Fontaine""",Carpinus betulus 'Frans Fontaine',normalize cultivar style,27
APPLIED_REGEX_RULE,"Fagus sylvatica ""Dawyck""",Fagus sylvatica 'Dawyck',normalize cultivar style,1
APPLIED_REGEX_RULE,Ulmus minor  ”Suberosa”,Ulmus minor  'Suberosa',normalize cultivar style,1
APPLIED_REGEX_RULE,Fraxinus pensylvanica 'Zundert',Fraxinus pennsylvanica 'Zundert',latin spelling fix,627
APPLIED_REGEX_RULE,Prunus ceracifera 'Nigra',Prunus cerasifera 'Nigra',latin spelling fix,107
APPLIED_REGEX_RULE,Prunus mackii 'Amber Shade',Prunus maackii 'Amber Shade',latin spelling fix,2
APPLIED_REGEX_RULE,Almus inceana,Alnus incana,latin spelling fix,76
APPLIED_REGEX_RULE,Amelachier canadensis,Amelanchier canadensis,latin spelling fix,65
APPLIED_REGEX_RULE,Aronia meloncarpia,Aronia melanocarpa,latin spelling fix,3
APPLIED_REGEX_RULE,Tilia plathyphyllos 'Odin',Tilia platyphyllos 'Odin',latin spelling fix,9
APPLIED_REGEX_RULE,Alnus inokumea,Alnus inokumae,latin spelling fix,6
APPLIED_REGEX_RULE,Forthergilla major,Fothergilla major,latin spelling fix,1
APPLIED_REGEX_RULE,Zanthozylum piperitum,Zanthoxylum piperitum,latin spelling fix,4
APPLIED_REGEX_RULE,Hippophea rhamnoides,Hippophae rhamnoides,latin spelling fix,5
APPLIED_REGEX_RULE,Laburnocytisus adami,+Laburnocytisus adami,latin normalization,1
APPLIED_REGEX_RULE,Physocarbus opulifolius  'El Diabolo',Physocarpus opulifolius  'El Diabolo',latin spelling fix,1
APPLIED_REGEX_RULE,Sambuscus nigra,Sambucus nigra,latin spelling fix,12
APPLIED_REGEX_RULE,Sambuscus sp.,Sambucus sp.,latin spelling fix,30
APPLIED_REGEX_RULE,Davidia involucrate 'Vilmoriniana',Davidia involucrata 'Vilmoriniana',latin spelling fix,1
APPLIED_REGEX_RULE,Davidia involuncrata,Davidia involucrata,latin spelling fix,17
APPLIED_REGEX_RULE,Malus sieboldie  'Browers beauty',Malus sieboldii  'Browers beauty',latin spelling fix,3
APPLIED_REGEX_RULE,Malus sieboldie  'Freja',Malus sieboldii  'Freja',latin spelling fix,1
APPLIED_REGEX_RULE,Hamamelis 'brevitala',Hamamelis 'Brevipetala',latin spelling fix,1
APPLIED_REGEX_RULE,Picea punges 'Argenta',Picea pungens 'Argenta',latin spelling fix,1
APPLIED_REGEX_RULE,Pseudotsuga menziezii var. caesia,Pseudotsuga menziesii var. caesia,latin spelling fix,14
APPLIED_REGEX_RULE,Pseudotsuga menziezii var. glauca,Pseudotsuga menziesii var. glauca,latin spelling fix,4
APPLIED_REGEX_RULE,Pseudotsuga menziezii var. menziezii,Pseudotsuga menziesii var. menziezii,latin spelling fix,1
APPLIED_REGEX_RULE,Hippophae rhamnoides,Hippophaë rhamnoides,add diacritic back,5
APPLIED_REGEX_RULE,Acer hycarnum,Acer hyrcanum,latin spelling fix,1
APPLIED_REGEX_RULE,Betula albo sinensis,Betula albosinensis,latin compound word,1
APPLIED_REGEX_RULE,Larix eurolepis,Larix hybr. eurolepis,add hybrid marker,14
APPLIED_REGEX_RULE,Populus canescens,Populus hybr. canescens,add hybrid marker,2
APPLIED_REGEX_RULE,Populus canadensis,Populus hybr. canadensis,add hybrid marker,11
APPLIED_REGEX_RULE,Populus canadensis 'Bachalierii',Populus hybr. canadensis 'Bachalierii',add hybrid marker,6
APPLIED_REGEX_RULE,Populus canadensis 'De Moffat',Populus hybr. canadensis 'De Moffat',add hybrid marker,16
APPLIED_REGEX_RULE,Populus gileadensis,Populus hybr. gileadensis,add hybrid marker,1
APPLIED_REGEX_RULE,Acer freemanii 'Elegant',Acer hybr. freemanii 'Elegant',add hybrid marker,17
APPLIED_REGEX_RULE,Acer freemanii X,Acer hybr. freemanii,add hybrid marker,1
APPLIED_REGEX_RULE,Tilia europaea,Tilia hybr. europaea,add hybrid marker,2238
APPLIED_REGEX_RULE,Aesculus hippoc. 'Baumannii',Aesculus hippocastanum 'Baumannii',latin expand abbrev.,20
APPLIED_REGEX_RULE,Acer pseudoplatanoides 'Spaethii',Acer pseudoplatanus 'Spaethii',could also be platanoides,5
APPLIED_REGEX_RULE,Ulmus Fiorente,Ulmus hybr. 'Fiorente',add hybrid marker,22
APPLIED_REGEX_RULE,Ulmus 'New Horizon',Ulmus hybr. 'New Horizon',add hybrid marker,261
APPLIED_REGEX_RULE,Ulmus 'Rebona',Ulmus hybr. 'Rebona',add hybrid marker,143
APPLIED_REGEX_RULE,Ulmus 'Columella',Ulmus hybr. 'Columella',add hybrid marker,95
APPLIED_REGEX_RULE,Ulmus 'Regal',Ulmus hybr. 'Regal',add hybrid marker,1
APPLIED_REGEX_RULE,Ulmus 'Sapporo Autumn Gold',Ulmus hybr. 'Sapporo Autumn Gold',add hybrid marker,1
APPLIED_REGEX_RULE,Ulmus 'Vada',Ulmus hybr. 'Vada',add hybrid marker,6
APPLIED_REGEX_RULE,Aesculus carnea,Aesculus hybr. carnea,add hybrid marker,21
APPLIED_REGEX_RULE,Ginkgo sp.,Ginkgo biloba,monotypic extant,1
APPLIED_REGEX_RULE,Metasequoia sp.,Metasequoia glyptostroboides,monotypic extant,3
APPLIED_REGEX_RULE,Larix leptolepis,Larix kaempferi,latin synonym -> accepted,1
APPLIED_REGEX_RULE,Crytomeria japonica,Cryptomeria japonica,latin spelling fix,2
APPLIED_REGEX_RULE,Eleagnus angustifolia,Elaeagnus angustifolia,latin spelling fix,30
APPLIED_REGEX_RULE,Sophora japonica (Styphnolobium japonica),Styphnolobium japonica,latin accepted genus,9
APPLIED_REGEX_RULE,Magnolia hybr. Soulangiana,Magnolia hybr. soulangeana,latin case fix,8
APPLIED_REGEX_RULE,Prunus 'Rivers Early Prolific',Prunus domestica 'Rivers Early Prolific',insert species for cultivars,3
APPLIED_REGEX_RULE,Pyrus 'Grev Moltke',Pyrus communis 'Grev Moltke',insert species for cultivars,1
APPLIED_REGEX_RULE,Ribes 'Jonkheer Van Tets',Ribes rubrum 'Jonkheer Van Tets',insert species for cultivars,7
APPLIED_REGEX_RULE,Ribes 'Rondom',Ribes rubrum 'Rondom',insert species for cultivars,16
APPLIED_REGEX_RULE,Amelanchier 'Autumn Brilliance',Amelanchier hybr. grandiflora 'Autumn Brilliance',insert species for cultivars,1
APPLIED_REGEX_RULE,Hamamelis 'Brevipetala',Hamamelis hybr. intermedia 'Brevipetala',insert species for cultivars,1
APPLIED_REGEX_RULE,Prunus domestica 'Incititia',Prunus domestica ssp. insisitia,cultivar to subspecies,18
APPLIED_REGEX_RULE,Prunus 'Italiensk sveske',Prunus domestica 'Italiensk sveske',insert species for cultivars,3
APPLIED_REGEX_RULE,Tilia hybr. 'Zwarte Linde',Tilia hybr. europaea 'Zwarte Linde',insert species for cultivars,9
APPLIED_REGEX_RULE,Malus 'Alice Balsgaard',Malus domestica 'Alice Balsgaard',insert species for cultivars,2
APPLIED_REGEX_RULE,Malus 'Angold',Malus domestica 'Angold',insert species for cultivars,2
APPLIED_REGEX_RULE,Malus 'Bramley's Seedling',Malus domestica 'Bramley's Seedling',insert species for cultivars,3
APPLIED_REGEX_RULE,Malus 'Cox Orange',Malus domestica 'Cox Orange',insert species for cultivars,5
APPLIED_REGEX_RULE,Malus 'Cox Queen',Malus domestica 'Cox Queen',insert species for cultivars,3
APPLIED_REGEX_RULE,Malus 'Golden Hornet',Malus hybr. 'Golden Hornet',insert species for cultivars,6
APPLIED_REGEX_RULE,Malus 'Holsteiner Cox',Malus domestica 'Holsteiner Cox',insert species for cultivars,7
APPLIED_REGEX_RULE,Malus 'Neville Copeman',Malus hybr. 'Neville Copeman',insert species for cultivars,5
APPLIED_REGEX_RULE,Malus 'Rød ananas',Malus domestica 'Rød ananas',insert species for cultivars,14
APPLIED_REGEX_RULE,Malus 'Säftaholm',Malus domestica 'Säftaholm',insert species for cultivars,1
APPLIED_REGEX_RULE,Malus 'Topaz',Malus domestica 'Topaz',insert species for cultivars,3
APPLIED_REGEX_RULE,Malus 'Åkerø Hassel',Malus domestica 'Åkerø Hassel',insert species for cultivars,1
APPLIED_REGEX_RULE,Malus Signe Tillisch,Malus domestica 'Signe Tillisch',insert species for cultivars,2
APPLIED_REGEX_RULE,Malus discovery,Malus domestica 'Discovery',insert species for cultivars,5
APPLIED_REGEX_RULE,Malus floribunda,Malus hybr. floribunda,add hybrid marker,51
APPLIED_REGEX_RULE,Malus hybr. 'Akso',Malus baccata 'Akso',fix latin name,22
APPLIED_REGEX_RULE,Malus hybr. 'James Greive',Malus domestica 'James Grieve',fix latin name,7
APPLIED_REGEX_RULE,Malus hybr. 'Robusta',Malus hybr. robusta,fix latin name,1
APPLIED_REGEX_RULE,Malus hybr. 'Street Parade',Malus baccata 'Street Parade',fix latin name,70
APPLIED_REGEX_RULE,Malus hybrid Hyslop,Malus hybr. 'Hyslop',normalize hybrid marker,15
APPLIED_REGEX_RULE,Malus rubinola,Malus domestica 'Rubinola',insert species for cultivars,1
APPLIED_REGEX_RULE,Malus sieboldii  'Browers beauty',Malus sieboldii 'Brouwers beauty',cultivar spelling fix,3
APPLIED_REGEX_RULE,Malus sieboldii  'Freja',Malus sieboldii 'Freja',fix whitespace,1
APPLIED_REGEX_RULE,Alm. æble 'Åkerø Hassel',Almindelig æble 'Åkerø Hassel',danish expand abbrev.,1
APPLIED_REGEX_RULE,Alm. æble 'Signe Tillisch',Almindelig æble 'Signe Tillisch',danish expand abbrev.,2
APPLIED_REGEX_RULE,Alm. æble 'Katja',Almindelig æble 'Katja',danish expand abbrev.,1
APPLIED_REGEX_RULE,Alm. æble 'Angold',Almindelig æble 'Angold',danish expand abbrev.,2
APPLIED_REGEX_RULE,Alm. æble 'Cox Queen',Almindelig æble 'Cox Queen',danish expand abbrev.,3
APPLIED_REGEX_RULE,Alm. æble 'Säftaholm',Almindelig æble 'Säftaholm',danish expand abbrev.,1
APPLIED_REGEX_RULE,Alm. æble 'Goldparmäne',Almindelig æble 'Goldparmäne',danish expand abbrev.,1
APPLIED_REGEX_RULE,Hestekastanie,Hestekastanje,danish name spelling fix,2432
APPLIED_REGEX_RULE,Kastanie,Kastanje,danish name spelling fix,105
APPLIED_REGEX_RULE,Ægte kastanie,Ægte kastanje,danish name spelling fix,93
APPLIED_REGEX_RULE,Fyldtblomstret hestekastanie,Fyldtblomstret hestekastanje,danish name spelling fix,20
APPLIED_REGEX_RULE,Rød hestekastanie,Rød hestekastanje,danish name spelling fix,32
APPLIED_REGEX_RULE,Busk-hestekastanie,Busk-hestekastanje,danish name spelling fix,1
APPLIED_REGEX_RULE,Virginsk hestekastanie,Virginsk hestekastanje,danish name spelling fix,1
APPLIED_REGEX_RULE,Vortebrik,Vortebirk,danish name spelling fix,273
APPLIED_REGEX_RULE,Smallbladet sølvblad,Smalbladet sølvblad,danish name spelling fix,30
APPLIED_REGEX_RULE,Parybusk,Parykbusk,danish name spelling fix,2
APPLIED_REGEX_RULE,Ambertræ,Ambratræ,danish name spelling fix,61
APPLIED_REGEX_RULE,Almindelig magnolia,Almindelig magnolie,danish name spelling fix,19
APPLIED_REGEX_RULE,Magnolia,Magnolie,danish name spelling fix,96
APPLIED_REGEX_RULE,Magnolia hybr. loebneri 'Merrill',Magnolie hybr. loebneri 'Merrill',danish name spelling fix,8
APPLIED_REGEX_RULE,Magnolia 'Galaxy',Magnolie 'Galaxy',danish name spelling fix,2
APPLIED_REGEX_RULE,Japansk magnolia,Japansk magnolie,danish name spelling fix,24
APPLIED_REGEX_RULE,Robinia 'Pink Cascade',Robinie 'Pink Cascade',danish name spelling fix,2
APPLIED_REGEX_RULE,Skarlagens eg,Skarlagen-eg,danish name compund word,2
APPLIED_REGEX_RULE,Hybrid løn 'Annae',Hybrid-løn 'Annae',danish name compund word,1
APPLIED_REGEX_RULE,Fuldmåne løn,Fuldmåne-løn,danish name compund word,1
APPLIED_REGEX_RULE,Kugle ahorn,Kugleahorn,danish name compund word,1
APPLIED_REGEX_RULE,Grå el,Gråel,danish name compund word,76
APPLIED_REGEX_RULE,Rød-el,Rødel,danish name compund word,353
APPLIED_REGEX_RULE,Frynse-eg,Frynseeg,danish name compund word,199
APPLIED_REGEX_RULE,Stilk-eg,Stilkeg,danish name compund word,1135
APPLIED_REGEX_RULE,Stilk-eg 'Pectinata',Stilkeg 'Pectinata',danish name compund word,5
APPLIED_REGEX_RULE,Pyramide avnbøg,Pyramideavnbøg,danish name compund word,261
APPLIED_REGEX_RULE,Hænge ask,Hængeask,danish name compund word,1
APPLIED_REGEX_RULE,Manna ask,Manna-ask,danish name compund word,39
APPLIED_REGEX_RULE,Sakhalin-kirsebær,Sakhalinkirsebær,danish name compund word,16
APPLIED_REGEX_RULE,Sakhalin kirsebær,Sakhalinkirsebær,danish name compund word,1
APPLIED_REGEX_RULE,Turner eg,Turner-eg,danish name compund word,8
APPLIED_REGEX_RULE,Pragt robinie,Pragtrobinie,danish name compund word,1
APPLIED_REGEX_RULE,Selje pil,Seljepil,danish name compund word,10
APPLIED_REGEX_RULE,Purpur pil,Purpurpil,danish name compund word,2
APPLIED_REGEX_RULE,Skærm elm,Skærmelm,danish name compund word,10
APPLIED_REGEX_RULE,Charneau pære,Charneau-pære,danish name compund word,3
APPLIED_REGEX_RULE,Ægte kastanje,Kastanje,danish genus name fix,1
APPLIED_REGEX_RULE,Park-lind,Parklind,danish name compund word,2238
APPLIED_REGEX_RULE,Clara frijs-pære,Clara Frijs-pære,backcorrect case fix,6
APPLIED_DICT_RULE,Poppel,Landevejspoppel,change danish name based on latin name,27
APPLIED_DICT_RULE,"Alnus spaethii, ikke navngivet på dansk",unknown,change danish name based on latin name,317
APPLIED_DICT_RULE,"Birk, pollenfri",Fligbladet birk (pollenfri),change danish name based on latin name,154
APPLIED_DICT_RULE,"Pyrus caucasica, ikke navngivet på dansk",Prydpære,change danish name based on latin name,58
APPLIED_DICT_RULE,Tretorn,Almindelig tretorn,change danish name based on latin name,359
APPLIED_DICT_RULE,Bøg,Almindelig bøg,change danish name based on latin name,537
APPLIED_DICT_RULE,"Prunus umineko, ikke navngivet på dansk",Prydkirsebær,change danish name based on latin name,159
APPLIED_DICT_RULE,NA,Kinesisk ligkistetræ,change danish name based on latin name,3
APPLIED_DICT_RULE,Lærk,Hybrid-lærk,change danish name based on latin name,14
APPLIED_DICT_RULE,Ellebladet røn,Almindelig røn,change danish name based on latin name,8
APPLIED_DICT_RULE,Poppel,Landevejspoppel 'Bachalierii',change danish name based on latin name,6
APPLIED_DICT_RULE,Søjle skovfyr,Søjle-skovfyr,change danish name based on latin name,6
APPLIED_DICT_RULE,Hvidtjørn,Engriflet hvidtjørn,change danish name based on latin name,36
APPLIED_DICT_RULE,Gingko,Tempeltræ,change danish name based on latin name,1
APPLIED_DICT_RULE,Skovfyr fra norge,Norsk skovfyr,change danish name based on latin name,7
APPLIED_DICT_RULE,NA,unknown,change danish name based on latin name,9
APPLIED_DICT_RULE,Balsampoppel,Vestamerikansk balsampoppel,change danish name based on latin name,19
APPLIED_DICT_RULE,NA,Almindelig magnolie,change danish name based on latin name,8
APPLIED_DICT_RULE,Røn incana,unknown,change danish name based on latin name,2
APPLIED_DICT_RULE,NA,Hjortetaktræ,change danish name based on latin name,2
APPLIED_DICT_RULE,NA,Kaukasisk vrietorn,change danish name based on latin name,1
APPLIED_DICT_RULE,Bitræ,Honningtræ,change danish name based on latin name,3
APPLIED_DICT_RULE,NA,Hortensia,change danish name based on latin name,1
APPLIED_DICT_RULE,NA,Williamsianum rhododendron,change danish name based on latin name,1
APPLIED_DICT_RULE,NA,Japansk lærk,change danish name based on latin name,1
APPLIED_DICT_RULE,"Alnus inokumea, ikke navngivet på dansk",unknown,change danish name based on latin name,6
APPLIED_DICT_RULE,Poppel,Gråpoppel,change danish name based on latin name,2
APPLIED_DICT_RULE,Hyld,Almindelig hyld,change danish name based on latin name,1
APPLIED_DICT_RULE,Poppel,Ontarisk poppel,change danish name based on latin name,1
APPLIED_DICT_RULE,Paradisæble,Paradisæble 'Butterball',change danish name based on latin name,80
APPLIED_DICT_RULE,Paradisæble,Paradisæble 'Braendkjaer',change danish name based on latin name,114
APPLIED_DICT_RULE,Paradisæble,Paradisæble 'Rudolf',change danish name based on latin name,17
